종목코드,종목명,시장구분,종가,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
114920,대주이엔티,KONEX,1869,1466,1869,1466,3,4801,6484495500,3469500
78600,대주전자재료,KOSDAQ,86800,87100,87800,86200,103253,8968394300,1343715472400,15480593
12800,대창,KOSPI,1421,1410,1438,1401,203037,288136876,129510649079,91140499
15230,대창단조,KOSPI,7030,7240,7260,6880,464741,3265587720,200862776900,28572230
96350,대창솔루션,KOSDAQ,361,354,370,347,2724895,984251671,59117724249,163761009
140520,대창스틸,KOSDAQ,2825,2820,2850,2805,34141,96230830,59633611475,21109243
131220,대한과학,KOSDAQ,6870,6740,6950,6720,25305,172795630,51212346300,7454490
10170,대한광통신,KOSDAQ,1989,2025,2050,1984,754870,1523678025,148202709174,74511166
54670,대한뉴팜,KOSDAQ,9530,9490,9800,9360,260294,2491503530,136802387600,14354920
1070,대한방직,KOSPI,52500,53700,53700,52400,1185,62111700,278250000000,5300000
23910,대한약품,KOSDAQ,28800,29000,29200,28500,4550,131360050,172800000000,6000000
6650,대한유화,KOSPI,142800,137100,144300,137100,22844,3257643100,928200000000,6500000
1440,대한전선,KOSPI,15240,15950,15950,15180,1213779,18620401450,1896576852000,124447300
84010,대한제강,KOSPI,13750,13720,13970,13650,21755,299957480,338892592500,24646734
1790,대한제당,KOSPI,3600,3690,3720,3560,3513648,12757629790,322907688000,89696580
1795,대한제당우,KOSPI,3230,3315,3330,3215,673224,2187788710,20939314800,6482760
1130,대한제분,KOSPI,140000,140100,141500,139100,696,97308800,236600000000,1690000
3490,대한항공,KOSPI,22550,22400,22600,22400,250300,5634709400,8303375905550,368220661
3495,대한항공우,KOSPI,27800,28100,28100,27800,2424,67570150,30880073200,1110794
5880,대한해운,KOSPI,1997,1990,2005,1983,176414,351808445,637397387620,319177460
3830,대한화섬,KOSPI,112500,112400,112700,112300,605,68083900,149400000000,1328000
16090,대현,KOSPI,2225,2215,2225,2205,42321,93860695,98528139750,44282310
69460,대호에이엘,KOSPI,1471,1516,1517,1441,370359,547343699,82353431918,55984658
21040,대호특수강,KOSDAQ,5360,5390,5400,5270,3200,17046250,40413617440,7539854
21045,대호특수강우,KOSDAQ,8810,8750,8810,8750,134,1178500,3737607260,424246
67080,대화제약,KOSDAQ,10210,9840,10210,9800,54499,547897290,190075996500,18616650
298540,더네이쳐홀딩스,KOSDAQ,26750,26100,27000,26100,67056,1775533500,389069548000,14544656
118000,더메디팜,KOSPI,554,544,557,539,96249,53022535,49124973298,88673237
192080,더블유게임즈,KOSPI,46700,46700,46950,46400,5090,237913900,849508351900,18190757
393890,더블유씨피,KOSDAQ,48450,48850,48850,47250,58545,2816319550,1632596297100,33696518
299170,더블유에스아이,KOSDAQ,1939,1898,1944,1896,15703,30264362,58224220257,30027963
12510,더존비즈온,KOSPI,32550,32400,32750,32150,20949,681022800,988959619200,30382784
224060,더코디,KOSDAQ,5980,5820,6180,5820,14225,85122290,20514946140,3430593
302920,더콘텐츠온,KONEX,5000,0,0,0,0,0,22761795000,4552359
213420,덕산네오룩스,KOSDAQ GLOBAL,43350,40500,44000,40500,199672,8601618650,1076431609650,24831179
317330,덕산테코피아,KOSDAQ,18300,17820,18490,17750,80199,1467438050,336306932400,18377428
77360,덕산하이메탈,KOSDAQ,5520,5470,5530,5400,29721,162986620,250812251040,45437002
4830,덕성,KOSPI,4650,4520,4650,4520,17971,82325515,72912000000,15680000
4835,덕성우,KOSPI,5630,5560,5630,5310,4006,22121060,7836960000,1392000
90410,덕신하우징,KOSDAQ,1962,1973,1984,1945,402670,789959844,90416994390,46084095
24900,덕양산업,KOSPI,7650,7900,7970,7250,3168822,23744225920,249122097000,32564980
263600,덕우전자,KOSDAQ,11400,10900,11450,10850,82989,936043200,181605534000,15930310
194480,데브시스터즈,KOSDAQ,61500,61300,62700,60100,77684,4787977000,730599090000,11879660
348840,데이드림엔터,KONEX,4295,0,0,0,0,0,3618537500,842500
263800,데이타솔루션,KOSDAQ,5990,5730,6030,5730,68028,403625490,97088196200,16208380
199150,데이터스트림즈,KONEX,8390,8490,8490,8200,497,4141580,35813663070,4268613
206560,덱스터,KOSDAQ,10130,9860,10210,9800,60970,614651810,257406703680,25410336
261200,덴티스,KOSDAQ,11100,10960,11400,10960,93861,1054601220,163812579000,14757890
145720,덴티움,KOSPI,161400,157200,164600,155500,78920,12693917300,1786509162000,11068830
227420,도부마스크,KONEX,574,500,580,496,1531,761258,9890712244,17231206
67990,도이치모터스,KOSDAQ,5630,5570,5640,5520,13020,72876410,181182126500,32181550
2150,도화엔지니어링,KOSPI,8500,8110,8910,8090,1351731,11630915140,286620000000,33720000
6620,동구바이오제약,KOSDAQ,6070,6020,6090,6010,14264,86291820,172782501440,28464992
100130,동국S&C,KOSDAQ,4090,4015,4100,4000,81468,330515305,233714870000,57143000
5160,동국산업,KOSDAQ,6290,6270,6330,6180,199764,1252761660,341197791780,54244482
75970,동국알앤에스,KOSDAQ,4590,4485,4645,4450,527288,2398293325,84456000000,18400000
1230,동국제강,KOSPI,11350,11580,11610,11250,243103,2760236910,1083161564950,95432737
86450,동국제약,KOSDAQ GLOBAL,15460,15170,15530,15080,82227,1265400600,687351600000,44460000
23450,동남합성,KOSPI,39650,39500,40100,39500,521,20678300,138775000000,3500000
4140,동방,KOSPI,2250,2235,2260,2215,27902,62458030,107936473500,47971766
99410,동방선기,KOSDAQ,3025,2935,3075,2935,158198,478395270,40961531050,13541002
7590,동방아그로,KOSPI,6650,6610,6680,6610,13130,87209490,90556887050,13617577
5960,동부건설,KOSPI,7010,6860,7080,6850,65363,455619040,160352789630,22874863
5965,동부건설우,KOSPI,29700,29250,29700,29000,1357,39648300,6704240400,225732
26960,동서,KOSPI,21000,20700,21150,20600,28795,600020650,2093700000000,99700000
2210,동성제약,KOSPI,5800,5870,5920,5790,21982,128020770,151385626000,26100970
102260,동성케미컬,KOSPI,4565,4595,4620,4525,37625,172574185,226833608320,49689728
33500,동성화인텍,KOSDAQ,11010,11060,11090,10870,137177,1505210420,329356960470,29914347
25950,동신건설,KOSDAQ,12480,12030,12560,12030,10510,129896670,104832000000,8400000
640,동아쏘시오홀딩스,KOSPI,82000,83500,83700,81900,5802,478450200,520610866000,6348913
170900,동아에스티,KOSPI,55400,54800,55800,54800,1137,62998400,477254823200,8614708
88130,동아엘텍,KOSDAQ,9580,9270,9700,9240,44925,428820620,102150946040,10662938
28100,동아지질,KOSPI,13830,13000,13830,13000,80324,1083525140,194348094180,14052646
282690,동아타이어,KOSPI,11890,11870,11930,11760,10822,128242320,163285548350,13733015
41930,동아화성,KOSDAQ,9570,9150,9600,9110,297040,2800915170,151206000000,15800000
1520,동양,KOSPI,1036,1032,1039,1031,30399,31474040,247276689268,238684063
1527,동양2우B,KOSPI,13080,13080,13080,13080,13,170040,4036082520,308569
84670,동양고속,KOSPI,15680,15250,15680,15140,3055,46947300,45402521920,2895569
82640,동양생명,KOSPI,3640,3550,3645,3530,142960,514347180,587345249400,161358585
60380,동양에스텍,KOSDAQ,2305,2320,2335,2270,88087,202795720,45408500000,19700000
1525,동양우,KOSPI,6490,6630,6630,6490,394,2563950,4009074190,617731
79960,동양이엔피,KOSDAQ,16780,16320,16800,16250,17395,288482230,131890800000,7860000
8970,동양철관,KOSPI,1058,1047,1070,1047,349970,370054676,125780636820,118885290
228340,동양파일,KOSDAQ,3175,3095,3230,3065,91174,288865995,63500000000,20000000
92780,동양피스톤,KOSPI,4945,4900,4955,4780,54985,269790100,65118034700,13168460
88910,동우팜투테이블,KOSDAQ,3160,3225,3260,3140,347634,1111484870,81628374240,25831764
94170,동운아나텍,KOSDAQ,8190,8190,8270,8080,109662,898059550,148751055180,18162522
49770,동원F&B,KOSPI,33200,33300,33400,32850,4605,152296800,640614584000,19295620
13120,동원개발,KOSDAQ,3495,3460,3495,3445,20345,70727860,317374309500,90808100
18500,동원금속,KOSPI,1100,1080,1100,1071,302756,330681835,51430426300,46754933
6040,동원산업,KOSPI,46800,46400,46950,45500,23927,1105462650,2339188722000,49982665
30720,동원수산,KOSPI,8540,8360,8620,8360,79724,681167470,39743494700,4653805
14820,동원시스템즈,KOSPI,40750,40600,40950,40150,21884,887922250,1181394741500,28991282
14825,동원시스템즈우,KOSPI,29250,29500,29500,29250,32,939000,7725246750,264111
163560,동일고무벨트,KOSPI,6480,6410,6490,6400,22703,146362580,90072000000,13900000
109860,동일금속,KOSDAQ,30950,31350,31350,30900,9228,286452700,281645000000,9100000
32960,동일기연,KOSDAQ,13790,13660,13940,13620,27194,373855480,52491483310,3806489
4890,동일산업,KOSPI,217000,217500,219000,217000,226,49205000,526271655000,2425215
2690,동일제강,KOSPI,2300,2245,2300,2235,12726,28916745,46690828000,20300360
23790,동일철강,KOSDAQ,2045,2010,2045,1952,29886,60172014,32688192070,15984446
5290,동진쎄미켐,KOSDAQ,30250,30000,30550,29950,133445,4043671900,1555288443500,51414494
25900,동화기업,KOSDAQ,45100,44500,45450,44400,17947,808662300,911360640300,20207553
20,동화약품,KOSPI,8720,8740,8800,8670,27396,239549210,243562418400,27931470
150,두산,KOSPI,94100,93600,94800,93100,28284,2657879000,1554892873500,16523835
157,두산2우B,KOSPI,86700,84700,87000,84500,975,83845500,77426394600,893038
241560,두산밥캣,KOSPI,50600,50900,51300,48850,214556,10684954950,5072607799600,100249166
34020,두산에너빌리티,KOSPI,15870,15940,16110,15690,2518054,39967047570,10165705387020,640561146
155,두산우,KOSPI,53200,52700,53400,52300,653,34647200,212611778400,3996462
131970,두산테스나,KOSDAQ,35950,35150,36200,35150,107684,3859306900,530606793150,14759577
336260,두산퓨얼셀,KOSPI,30050,30150,30150,29800,115262,3451029900,1968086466300,65493726
33626K,두산퓨얼셀1우,KOSPI,8960,8950,9000,8890,3543,31652410,119743232000,13364200
33626L,두산퓨얼셀2우B,KOSPI,11230,11310,11310,11210,472,5305770,33536149000,2986300
16740,두올,KOSPI,4065,4100,4205,3725,19594278,78759576800,134416054200,33066680
73190,듀오백,KOSDAQ,2300,2255,2300,2210,10899,24565505,27526492000,11968040
176750,듀켐바이오,KONEX,6400,6350,6400,6240,1760,11213000,172961408000,27025220
30350,드래곤플라이,KOSDAQ,664,655,667,652,187700,123977115,44958311864,67708301
203650,드림시큐리티,KOSDAQ,3160,3125,3195,3100,500225,1583291395,159914182640,50605754
223250,드림씨아이에스,KOSDAQ,13390,13550,13650,13200,19307,257774920,79345390800,5925720
60570,드림어스컴퍼니,KOSDAQ,3315,3155,3395,3155,57230,189304630,188490392805,56859847
192650,드림텍,KOSPI,8750,8660,8790,8660,111644,975747530,590224101250,67454183
217620,디딤이앤에프,KOSDAQ,1120,1141,1188,1098,946402,1070985272,57428230720,51275206
16670,디모아,KOSDAQ,434,421,444,418,204057,88228401,44206382416,101858024
187870,디바이스이엔지,KOSDAQ,16500,16230,16570,16230,3206,52704390,116104048500,7036609
66670,디스플레이텍,KOSDAQ,8240,7020,8430,7000,8220564,66291459730,154021404320,18691918
24090,디씨엠,KOSPI,13790,13900,13900,13710,5312,73158730,157206000000,11400000
3160,디아이,KOSPI,6490,6500,6550,6400,51219,331992530,183667000000,28300000
92200,디아이씨,KOSPI,5410,5130,5430,5130,423709,2259177300,210387158290,38888569
110990,디아이티,KOSDAQ,7440,7310,7530,7260,35368,261689480,140616000000,18900000
78590,디아크,KOSDAQ,2380,0,0,0,0,0,316556560040,133006958
263690,디알젬,KOSDAQ,10880,10930,10950,10580,10516,113007410,123222636800,11325610
214680,디알텍,KOSDAQ,3060,2700,3060,2560,64618218,1.82203E+11,194902437420,63693607
377190,디앤디플랫폼리츠,KOSPI,3340,3375,3375,3335,68472,229453105,215096000000,64400000
263720,디앤씨미디어,KOSDAQ,17360,17010,17430,16880,13967,240490470,213095926960,12275111
376300,디어유,KOSDAQ,45050,42450,45300,42050,346070,15377227800,1068574106800,23719736
141020,디에스앤엘,KOSDAQ,3735,0,0,0,0,0,43701490755,11700533
109740,디에스케이,KOSDAQ,5180,5100,5190,4970,18544,94387220,139989033800,27024910
196490,디에이테크놀로지,KOSDAQ,4320,4250,4400,4250,156271,678764515,115756983360,26795598
66900,디에이피,KOSDAQ,2950,2980,2995,2920,13522,39858620,67096283850,22744503
127120,디엔에이링크,KOSDAQ,4020,3775,4020,3630,179527,702673865,68716641840,17093692
92070,디엔에프,KOSDAQ,15330,15120,15480,15080,29918,457477300,177396583140,11571858
39840,디오,KOSDAQ,30100,30200,30950,29850,82393,2512448250,478040825500,15881755
13570,디와이,KOSPI,5700,5560,5720,5500,95879,539877580,150021908100,26319633
219550,디와이디,KOSDAQ,1037,1053,1053,1001,386420,396012964,53558000183,51647059
310870,디와이씨,KOSDAQ,2115,1943,2180,1937,1186675,2486670593,43753578165,20687271
210540,디와이파워,KOSPI,12170,12130,12200,12020,42492,514893900,134377586360,11041708
104460,디와이피엔에프,KOSDAQ,22250,22000,22550,20950,442911,9629401050,238378156250,10713625
79810,디이엔티,KOSDAQ,17200,17010,17440,17010,145892,2520325440,275371896800,16009994
113810,디젠스,KOSDAQ,2130,2115,2180,2045,5849626,12355947905,69497748630,32628051
43360,디지아이,KOSDAQ,3280,3210,3310,3200,43542,142448335,29520000000,9000000
197140,디지캡,KOSDAQ,5090,5160,5230,5040,46087,235642660,48766546860,9580854
68930,디지털대성,KOSDAQ,6180,6060,6210,6060,11054,68069490,178122982020,28822489
33130,디지틀조선,KOSDAQ,2145,2100,2150,2100,50466,107588185,79612247715,37115267
105740,디케이락,KOSDAQ,10940,10740,10950,10620,84631,914345630,101226430620,9252873
263020,디케이앤디,KOSDAQ,3825,3765,3940,3700,283215,1079244310,59388495300,15526404
290550,디케이티,KOSDAQ,10220,9830,10280,9770,51602,525086740,168730626120,16509846
187220,디티앤씨,KOSDAQ,4170,4060,4185,4050,18753,77127915,48780747570,11698021
383930,디티앤씨알오,KOSDAQ,5510,5460,5530,5400,22002,120575230,69946761120,12694512
163430,디피코,KONEX,4010,0,0,0,0,0,36304013700,9053370
131180,딜리,KOSDAQ,1421,1417,1426,1411,77155,109220093,41706350000,29350000
315640,딥노이드,KOSDAQ,8560,7970,8620,7950,94976,800982310,79754667040,9317134
317120,라닉스,KOSDAQ,5430,5370,5430,5250,5370,28820190,52453800000,9660000
42510,라온시큐어,KOSDAQ,2295,2295,2340,2290,108791,250682535,88740182070,38666746
232680,라온테크,KOSDAQ,9420,9180,9530,9170,31766,298101250,117789884280,12504234
418420,라온텍,KOSDAQ,12850,12050,13080,12030,2981175,37664766200,371447766850,28906441
300120,라온피플,KOSDAQ,5870,5670,5880,5640,94389,546679080,122119550440,20804012
171120,라이온켐텍,KOSDAQ,6920,6900,6990,6870,12537,86763100,130743545920,18893576
388790,라이콤,KOSDAQ,2880,3020,3075,2855,1877404,5545075355,82120118400,28513930
69540,라이트론,KOSDAQ,3030,2995,3070,2980,19047,57445945,80387875560,26530652
285770,라이프사이언스테크놀로지,KONEX,1390,0,0,0,0,0,4928078200,3545380
347700,라이프시맨틱스,KOSDAQ,4900,4645,5000,4640,26312,127176850,50116955000,10227950
214260,라파스,KOSDAQ,22500,22500,22650,21850,15128,336371300,194780610000,8656916
403360,라피치,KONEX,17000,17000,17000,17000,241,4097000,49368000000,2904000
115390,락앤락,KOSPI,5770,5810,5810,5740,11719,67548840,289656561880,50200444
200350,래몽래인,KOSDAQ,23150,22450,23550,21900,294608,6745943650,149412507600,6454104
171010,램테크놀러지,KOSDAQ,5770,5700,5890,5660,49043,284838070,79834048890,13836057
84650,랩지노믹스,KOSDAQ,5750,5700,5780,5700,98567,564860080,213439971250,37119995
217500,러셀,KOSDAQ,4150,4110,4165,4070,165223,682545880,132019800000,31812000
92590,럭스피아,KONEX,1450,0,0,0,0,0,10572092100,7291098
141080,레고켐바이오,KOSDAQ GLOBAL,41250,41350,42100,40700,104622,4353447400,1092711015000,26489964
38390,레드캡투어,KOSDAQ,17600,17640,17670,17510,4614,81027620,151174848000,8589480
294140,레몬,KOSDAQ,6340,6270,6390,6140,300983,1896727840,234580000000,37000000
228670,레이,KOSDAQ,37100,36250,38950,36200,591013,22427583650,555958785200,14985412
228850,레이언스,KOSDAQ,11360,11200,11390,11180,7737,87255040,188473919040,16591014
412350,레이저쎌,KOSDAQ,6280,6050,6290,6050,41543,257789030,53058206520,8448759
281740,레이크머티리얼즈,KOSDAQ,12790,12710,13240,12630,1565142,20183962570,840693708920,65730548
277810,레인보우로보틱스,KOSDAQ,101200,100600,101600,99100,157691,15850913800,1948195735200,19250946
179720,렌딩머신,KONEX,2800,0,0,0,0,0,4742131500,1756345
215100,로보로보,KOSDAQ,5520,5430,5540,5410,52766,290117510,112323466080,20348454
90360,로보스타,KOSDAQ,31050,30700,31300,30700,53400,1655664650,302737500000,9750000
238500,로보쓰리에이아이앤로보틱스,KONEX,563,630,630,550,21247,11923376,12113036769,21515163
108490,로보티즈,KOSDAQ,31600,31450,31750,31050,72234,2275904950,387841430800,12273463
900260,로스웰,KOSDAQ,1019,1030,1030,996,97821,98961411,36715882472,36031288
223220,로지스몬,KONEX,495,0,0,0,0,0,22795332120,46051176
67730,로지시스,KOSDAQ,3975,3905,4005,3890,44502,176536005,38453839950,9673922
71280,로체시스템즈,KOSDAQ,7170,7020,7260,6990,100563,720910230,109676643510,15296603
32350,롯데관광개발,KOSPI,11080,10490,11180,10450,396654,4343905280,817290261720,73762659
89860,롯데렌탈,KOSPI,27150,27350,27350,27050,15390,417731050,994614810450,36634063
330590,롯데리츠,KOSPI,3885,3895,3905,3870,96142,373684755,943934114340,242968884
400,롯데손해보험,KOSPI,1683,1666,1687,1666,34080,57026536,522296026560,310336320
23530,롯데쇼핑,KOSPI,81500,81000,81800,80500,32937,2671026200,2305533532500,28288755
20150,롯데에너지머티리얼즈,KOSPI,59700,58300,59900,58000,85783,5085094900,2752816849500,46110835
280360,롯데웰푸드,KOSPI,102900,103400,103400,102500,7068,727348300,970817664600,9434574
4000,롯데정밀화학,KOSPI,61600,61200,61800,61200,17722,1093085900,1589280000000,25800000
286940,롯데정보통신,KOSPI,26950,26600,27150,26500,17314,464506950,414931120450,15396331
4990,롯데지주,KOSPI,28900,28900,28950,28500,111851,3211325300,3031876949300,104909237
00499K,롯데지주우,KOSPI,40150,40100,40300,39500,2703,107423850,32344960450,805603
5300,롯데칠성,KOSPI,143100,145100,145100,142300,31914,4569316400,1327808300400,9278884
5305,롯데칠성우,KOSPI,67500,67900,68100,66900,2610,175095700,52333425000,775310
11170,롯데케미칼,KOSPI,178900,173000,179600,173000,85557,15232796600,7652522459100,42775419
71840,롯데하이마트,KOSPI,11510,11510,11620,11500,5261,60652020,271724765120,23607712
328130,루닛,KOSDAQ,72300,72200,75000,71100,239962,17500442200,892229284200,12340654
38060,루멘스,KOSDAQ,1497,1506,1535,1452,289408,434629018,72010294293,48103069
162120,루켄테크놀러지스,KONEX,5000,4945,5150,4775,7481,36770545,54949680000,10989936
253610,루트락,KONEX,2125,2235,2235,1910,5,10415,16516653875,7772543
85370,루트로닉,KOSDAQ,25150,24750,25350,24550,112217,2814811650,665057143600,26443624
08537M,루트로닉3우C,KOSDAQ,34700,34450,34700,34450,10,345850,6037001900,173977
60240,룽투코리아,KOSDAQ,2020,1976,2040,1965,101079,202719576,51367153680,25429284
58470,리노공업,KOSDAQ GLOBAL,112600,110800,113500,110800,117382,13204578000,1716290862000,15242370
39980,리노스,KOSDAQ,903,897,903,887,171895,153946675,41713975737,46194879
19570,리더스 기술투자,KOSDAQ,1180,1190,1209,1167,317786,376196175,51177096780,43370421
16100,리더스코스메틱,KOSDAQ,3375,3365,3375,3305,4852,16272425,64465517250,19100894
12700,리드코프,KOSDAQ,7290,7230,7340,7210,49119,357243830,192792324150,26446135
302550,리메드,KOSDAQ,11940,11790,11990,11600,2207,26164690,73163735040,6127616
377450,리파인,KOSDAQ,8240,8070,8280,8010,64663,529032530,142799200000,17330000
277070,린드먼아시아,KOSDAQ,6090,5750,6150,5750,33673,204036510,83384280000,13692000
42500,링네트,KOSDAQ,4750,4635,4770,4620,25943,122090595,72945170500,15356878
219420,링크제니시스,KOSDAQ,6090,6030,6110,5980,15769,95448430,69849297630,11469507
27740,마니커,KOSPI,1436,1477,1480,1421,1480704,2142952570,91202123408,63511228
195500,마니커에프앤지,KOSDAQ,3925,4180,4380,3905,3858055,16049937630,62517400000,15928000
357430,마스턴프리미어리츠,KOSPI,3325,3310,3330,3310,7978,26510685,88378500000,26580000
377480,마음AI,KOSDAQ,24800,24600,25250,24600,147819,3684213750,152068218400,6131783
305090,마이크로디지탈,KOSDAQ,7940,7930,8060,7810,75652,601708510,124155112160,15636664
448780,마이크로엔엑스,KONEX,3130,0,0,0,0,0,8381138400,2677680
98120,마이크로컨텍솔,KOSDAQ,6520,6280,6530,6280,16730,107489330,54199234320,8312766
424980,마이크로투나노,KOSDAQ,17060,17270,17670,16980,661318,11428284170,100976263400,5918890
38290,마크로젠,KOSDAQ,19630,19550,19810,19300,3990,78114670,212816682000,10841400
1080,만호제강,KOSPI,65800,66200,66900,64400,204460,12871882700,273070000000,4150000
267980,매일유업,KOSDAQ GLOBAL,48400,47800,48500,47800,2819,136046450,379632079200,7843638
5990,매일홀딩스,KOSDAQ,9500,9330,9610,9330,15830,151089150,130323888000,13718304
93520,매커스,KOSDAQ,11360,11270,11430,11050,95187,1070591890,183612725120,16163092
377030,맥스트,KOSDAQ,10720,10430,10790,10410,47566,508143790,209799855040,19570882
88980,맥쿼리인프라,KOSPI,12770,12780,12800,12750,215261,2749990780,5169877635190,404845547
94800,맵스리얼티1,KOSPI,4210,4195,4215,4190,22027,92675635,390832533510,92834331
100590,머큐리,KOSDAQ,5600,5610,5630,5520,16715,93228360,84699417600,15124896
67280,멀티캠퍼스,KOSDAQ,35300,35100,35350,34950,1335,46937400,209215298700,5926779
72870,메가스터디,KOSDAQ,11540,11860,11860,11530,17791,206673740,137567866860,11920959
215200,메가스터디교육,KOSDAQ GLOBAL,62900,62600,63400,62000,32557,2045331300,746112252000,11861880
133750,메가엠디,KOSDAQ,2510,2525,2525,2480,68550,171263420,58751763270,23407077
235980,메드팩토,KOSDAQ,21100,20400,21350,20350,39739,834885750,444802664500,21080695
200580,메디쎄이,KONEX,13500,13540,13810,13000,825,11056010,50302066500,3726079
41920,메디아나,KOSDAQ,4545,4505,4560,4485,16549,74790065,72720000000,16000000
233250,메디안디노스틱,KONEX,20000,0,0,0,0,0,34930680000,1746534
14100,메디앙스,KOSDAQ,3070,3020,3100,3020,19970,61179750,36226000000,11800000
236340,메디젠휴먼케어,KONEX,6600,6600,6600,6200,422,2639200,19896670200,3014647
54180,메디콕스,KOSDAQ,1761,1879,1879,1761,1127292,2041478934,46364962209,26328769
86900,메디톡스,KOSDAQ,213000,224000,224500,210000,222753,47971604500,1554441624000,7297848
78160,메디포스트,KOSDAQ,14790,14690,14830,14550,25338,373486860,240547429260,16264194
65650,메디프론,KOSDAQ,1465,1435,1495,1435,301194,442870579,68918813935,47043559
138040,메리츠금융지주,KOSPI,45050,45700,46350,44750,417908,18904930300,9380214502900,208217858
408920,메쎄이상,KOSDAQ,2635,2570,2640,2540,18310,47540355,112389218925,42652455
21880,메이슨캐피탈,KOSDAQ,435,369,466,361,42413567,18724623624,66200217480,152184408
140410,메지온,KOSDAQ,27900,27050,29000,26900,440703,12401580700,746102302200,26742018
241770,메카로,KOSDAQ,11150,10940,11430,10800,8229,89964430,113647936000,10192640
90370,메타랩스,KOSPI,2510,2430,2520,2415,24272,60092995,62510769390,24904689
59210,메타바이오메드,KOSDAQ,3440,2925,3440,2880,23429782,75149238740,82086487440,23862351
58110,멕아이씨에스,KOSDAQ,3510,3405,3515,3405,24477,84855800,56337360300,16050530
96640,멜파스,KOSDAQ,1495,0,0,0,0,0,69543906185,46517663
17180,명문제약,KOSPI,2600,2535,2605,2535,21845,56279650,88278980400,33953454
257370,명성티엔에스,KOSDAQ,9210,0,0,0,0,0,71157896760,7726156
9900,명신산업,KOSPI,21200,20550,21350,20100,930208,19419148350,1112366819600,52470133
12690,모나리자,KOSPI,2800,2780,2815,2775,23356,65341600,102399514000,36571255
5360,모나미,KOSPI,3310,3255,3350,3230,27803,91441780,62550086170,18897307
80420,모다이노칩,KOSDAQ,3185,3150,3210,3145,36580,116046875,253913366070,79721622
417970,모델솔루션,KOSDAQ,19330,18750,19400,18750,20511,393256850,123648211000,6396700
80160,모두투어,KOSDAQ,17350,16980,17390,16850,117754,2027520250,327915000000,18900000
204210,모두투어리츠,KOSPI,3725,3780,3780,3720,7545,28155140,29154885875,7826815
87260,모바일어플라이언스,KOSDAQ,3120,3055,3135,3045,95858,297095100,101564926320,32552861
101330,모베이스,KOSDAQ,4065,3835,4080,3800,384264,1522219345,97390034220,23958188
12860,모베이스전자,KOSDAQ,2885,2735,2925,2665,8432139,24025976480,211278523445,73233457
363260,모비데이즈,KOSDAQ,839,812,842,812,179684,149555615,134255812633,160018847
348030,모비릭스,KOSDAQ,10320,10100,10350,10050,6718,68885070,99111216000,9603800
250060,모비스,KOSDAQ,2615,2660,2765,2580,1441268,3801534530,84127986110,32171314
288980,모아데이타,KOSDAQ,3280,3155,3315,3155,645389,2105672535,107536872960,32785632
33200,모아텍,KOSDAQ,5210,5150,5290,5130,6481,33605210,74665473850,14331185
333050,모코엠시스,KOSDAQ,1479,1500,1535,1467,52177,78296921,34832718786,23551534
9680,모토닉,KOSPI,9170,9050,9220,8930,10619,96201400,302610000000,33000000
118990,모트렉스,KOSDAQ,20500,19610,20600,19570,444973,9002132050,502157750000,24495500
6920,모헨즈,KOSDAQ,3760,3665,3760,3625,152466,565361460,41059200000,10920000
9580,무림P&P,KOSPI,3645,3645,3685,3550,224552,813739645,227332540980,62368324
1810,무림SP,KOSDAQ,2305,2275,2310,2260,19354,44199360,51026937500,22137500
9200,무림페이퍼,KOSPI,2570,2545,2570,2525,122010,310508370,106935926700,41609310
322970,무진메디,KONEX,3645,3700,3700,3300,160,579805,27565286985,7562493
33920,무학,KOSPI,5990,6030,6030,5890,35425,211461860,170715000000,28500000
8420,문배철강,KOSPI,3465,3445,3470,3405,72452,249551185,71044644825,20503505
279600,미디어젠,KOSDAQ,12250,12730,12730,12210,5174,63615400,57388567250,4684781
95500,미래나노텍,KOSDAQ,21250,20700,21550,20550,430823,9135203100,658962478750,31009999
254490,미래반도체,KOSDAQ,20200,19950,20600,19340,191234,3866321040,291647600000,14438000
25560,미래산업,KOSPI,27150,27850,28300,27100,78420,2169342900,124224173400,4575476
218150,미래생명자원,KOSDAQ,7020,7070,7750,6920,13875280,1.01042E+11,139668824880,19895844
7120,미래아이앤지,KOSPI,1788,1815,1870,1745,1242309,2228567242,49855848192,27883584
396690,미래에셋글로벌리츠,KOSPI,3425,3450,3450,3405,14212,48706610,99530500000,29060000
442900,미래에셋드림스팩1호,KOSDAQ,9520,9520,9550,9490,22484,213903780,73113600000,7680000
357250,미래에셋맵스리츠,KOSPI,3660,3660,3675,3650,13509,49394385,73566000000,20100000
100790,미래에셋벤처투자,KOSDAQ,5010,4890,5020,4880,28489,140883180,271378423500,54167350
412930,미래에셋비전스팩1호,KOSDAQ,2085,2095,2100,2080,10911,22840350,12876960000,6176000
446190,미래에셋비전스팩2호,KOSDAQ,2095,2090,2100,2090,3748,7842495,10370250000,4950000
448830,미래에셋비전스팩3호,KOSDAQ,2095,2105,2105,2090,3802,7968080,10307400000,4920000
85620,미래에셋생명,KOSPI,2830,2810,2835,2810,267100,754175600,500955814870,177016189
6800,미래에셋증권,KOSPI,6880,6800,6910,6720,197112,1347678670,4164576887040,605316408
00680K,미래에셋증권2우B,KOSPI,3695,3725,3725,3690,28719,106137485,517300000000,140000000
