종목코드,종목명,시장구분,종가,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
52790,액토즈소프트,KOSDAQ,6420,6350,6460,6340,6040,38667550,72742695960,11330638
290740,액트로,KOSDAQ,8000,7910,8520,7600,365585,2966506310,80520088000,10065011
238090,앤디포스,KOSDAQ,2845,0,0,0,0,0,66975007035,23541303
92600,앤씨앤,KOSDAQ,1615,1590,1624,1590,85843,137685754,40509879955,25083517
129890,앱코,KOSDAQ,4650,4565,4690,4545,20306,93702540,47098371300,10128682
174900,앱클론,KOSDAQ,20900,19460,21350,19370,248812,5125567200,320858242100,15352069
255440,야스,KOSDAQ,12880,12660,13900,12160,2930388,39120656020,168187040000,13058000
30960,양지사,KOSDAQ,14760,14540,14900,14450,38290,561565490,235864800000,15980000
73570,어반리튬,KOSDAQ,20350,19500,20800,19100,451062,9118638090,587445993750,28867125
102120,어보브반도체,KOSDAQ,9570,9390,9590,9330,59117,562372350,170161806210,17780753
263540,어스앤에어로스페이스,KOSDAQ,5950,0,0,0,0,0,62439841450,10494091
238120,얼라인드,KOSDAQ,8050,8030,8140,7850,16241,130357620,57875056400,7189448
224810,엄지하우스,KONEX,3910,0,0,0,0,0,16422000000,4200000
19990,에너토크,KOSDAQ,8810,8650,8880,8650,37111,324871910,85951135280,9756088
11090,에넥스,KOSPI,641,638,655,636,53218,34096242,38454641881,59991641
270660,에브리봇,KOSDAQ,15600,15480,15660,15410,36197,562348400,190184935200,12191342
38680,에스넷,KOSDAQ,4910,4730,4950,4720,61543,301180550,89726827730,18274303
137310,에스디바이오센서,KOSPI,17860,18200,18290,17820,342724,6169068660,1865519024580,104452353
217480,에스디생명공학,KOSDAQ,349,0,0,0,0,0,14870423038,42608662
121890,에스디시스템,KOSDAQ,739,0,0,0,0,0,9375042680,12686120
97780,에스맥,KOSDAQ,1276,1262,1300,1262,180517,230312540,71670223812,56167887
304360,에스바이오메딕스,KOSDAQ,15990,15780,16300,15660,242141,3879906480,175766493240,10992276
389500,에스비비테크,KOSDAQ,40350,39800,40900,39350,145606,5854770050,249157376400,6174904
42110,에스씨디,KOSDAQ,1929,1800,2010,1778,3856640,7474665038,93227728956,48329564
298060,에스씨엠생명과학,KOSDAQ,12150,12010,12230,11890,23766,286375570,148910886000,12256040
65420,에스아이리소스,KOSDAQ,481,474,483,470,496216,236310925,34428680819,71577299
270210,에스알바이오텍,KONEX,5820,0,0,0,0,0,7232543100,1242705
103230,에스앤더블류,KOSDAQ,4315,4245,4370,4160,183071,784893025,31068000000,7200000
260970,에스앤디,KOSDAQ,15280,15520,15520,15280,8466,129928890,62027937600,4059420
101490,에스앤에스텍,KOSDAQ,48300,46900,48550,46500,171529,8193725800,1036104890100,21451447
95910,에스에너지,KOSDAQ,2835,2790,2840,2760,42004,117630025,55295266005,19504503
275630,에스에스알,KOSDAQ,4895,4890,4920,4810,57740,280652400,29458056155,6017989
31330,에스에이엠티,KOSDAQ,3090,3060,3115,3060,303106,936994280,308984757030,99995067
60540,에스에이티,KOSDAQ,2560,2560,2570,2525,76760,195420255,66901263360,26133306
351320,에스에이티이엔지,KOSDAQ,4410,4355,4480,4305,93998,414052735,97090057260,22015886
56190,에스에프에이,KOSDAQ GLOBAL,38000,37850,38000,37250,44217,1664952600,1364532880000,35908760
80000,에스엔유,KOSDAQ,3805,3650,3845,3590,79674,300864180,130598520350,34322870
5850,에스엘,KOSPI,38400,37800,38850,37200,582901,22284882600,1783623168000,46448520
214310,에스엘에너지,KOSDAQ,306,0,0,0,0,0,22516276518,73582603
246250,에스엘에스바이오,KONEX,7770,7780,7780,7700,93,722550,53345735310,6865603
258540,에스엘테라퓨틱스,KONEX,1995,1998,1998,1805,3,5798,20704347405,10378119
41510,에스엠,KOSDAQ,113700,109200,119100,108600,828563,95379626300,2709573443700,23830901
10580,에스엠벡셀,KOSPI,3155,3140,3200,3010,1211289,3732598015,350999302800,111251760
299670,에스엠비나,KONEX,3130,3130,3130,3130,8,25040,17058500000,5450000
7820,에스엠코어,KOSDAQ,6800,6740,6850,6700,82925,561725600,136230832800,20033946
109610,에스와이,KOSDAQ,3220,3195,3230,3155,234623,749758520,157481828000,48907400
12750,에스원,KOSPI,54400,54400,54700,53700,67140,3638086300,2067155283200,37999178
306040,에스제이그룹,KOSDAQ,13540,13610,13710,13120,13461,182486850,133583311120,9865828
217910,에스제이켐,KONEX,490,469,490,469,8,3773,6365355780,12990522
224020,에스케이씨에스,KONEX,2075,2085,2085,1786,212,438519,7157890950,3449586
435870,에스케이증권제8호스팩,KOSDAQ,2235,2245,2245,2200,1114,2466135,8314200000,3720000
96630,에스코넥,KOSDAQ,1571,1587,1615,1567,567012,897983966,106136057763,67559553
69510,에스텍,KOSDAQ,7860,7960,7960,7830,6590,51999670,85752600000,10910000
41910,에스텍파마,KOSDAQ,7620,7530,7630,7470,14387,108916940,90664764060,11898263
234300,에스트래픽,KOSDAQ,4185,4060,4210,4045,51753,214423915,109370505420,26133932
39440,에스티아이,KOSDAQ,11890,11800,11930,11760,22288,264402190,188218700000,15830000
98660,에스티오,KOSDAQ,2700,2615,2735,2615,74902,199594050,33752635200,12500976
52020,에스티큐브,KOSDAQ,20200,19730,20450,19520,255997,5145922360,934825720200,46278501
237690,에스티팜,KOSDAQ GLOBAL,84200,82300,85400,82300,41459,3496137400,1583698855000,18808775
50760,에스폴리텍,KOSDAQ,2640,2605,2650,2605,5851,15370380,43123549920,16334678
288620,에스퓨얼셀,KOSDAQ,20100,19810,20200,19810,13731,275089910,140284251600,6979316
317830,에스피시스템스,KOSDAQ,13570,13400,13730,13280,123341,1669822750,129364641950,9533135
58610,에스피지,KOSDAQ,29400,29150,29650,28500,296630,8687243050,652014384000,22177360
43340,에쎈테크,KOSDAQ,961,935,962,934,154717,147146374,69192000000,72000000
23960,에쓰씨엔지니어링,KOSPI,2835,2605,3060,2345,7959303,21998649240,88591921425,31249355
298690,에어부산,KOSPI,3110,3130,3145,3085,252786,784693425,362750400000,116640000
187660,에이디엠코리아,KOSDAQ,1985,1925,1999,1925,29055,57456549,43344956250,21836250
54630,에이디칩스,KOSDAQ,380,370,389,359,1002814,377518224,30289595180,79709461
200710,에이디테크놀로지,KOSDAQ,17850,17280,17900,17010,83991,1469054480,239592963750,13422575
96690,에이루트,KOSDAQ,527,515,529,515,260628,135814914,84838540596,160983948
140910,에이리츠,KOSPI,3665,3670,3675,3585,2067,7527675,16357012280,4463032
78520,에이블씨엔씨,KOSPI,9210,9200,9480,9170,37406,345178990,239590422810,26014161
298380,에이비엘바이오,KOSDAQ,22150,21750,22450,21750,148556,3283482400,1059120833850,47815839
203400,에이비온,KOSDAQ,8040,8350,8430,7930,61063,490265420,151515705480,18845237
195990,에이비프로바이오,KOSDAQ,550,451,559,451,13653952,7103663995,152509346550,277289721
3800,에이스침대,KOSDAQ,31600,31250,31600,31250,2743,86372050,350444000000,11090000
88800,에이스테크,KOSDAQ,4045,3950,4050,3950,129370,520160325,181725965285,44926073
241840,에이스토리,KOSDAQ,20450,20000,20500,19990,20828,422583590,195092877300,9539994
311960,에이아이더뉴트리진,KONEX,14180,14100,14200,13800,197,2749480,43428575520,3062664
312610,에이에프더블류,KOSDAQ,4620,4375,4690,4375,195027,890248865,93586822560,20256888
15260,에이엔피,KOSPI,2060,2040,2070,1967,215016,434441416,86811156280,42141338
234070,에이원알폼,KONEX,1420,1420,1420,1420,1,1420,9852644440,6938482
72990,에이치시티,KOSDAQ,7480,7410,7520,7410,2181,16243510,53635796280,7170561
227100,에이치앤비디자인,KOSDAQ,3880,3880,4015,3800,264022,1036361110,49223860560,12686562
44990,에이치엔에스하이텍,KONEX,15440,15790,15790,15350,3146,48445450,115970828160,7511064
239610,에이치엘사이언스,KOSDAQ,17880,18160,18180,17770,1416,25318320,96411016200,5392115
353060,에이치엠씨제5호스팩,KOSDAQ,2090,0,0,0,0,0,10690350000,5115000
148930,에이치와이티씨,KOSDAQ,9260,9100,9280,9100,19679,180857260,93481672380,10095213
44780,에이치케이,KOSDAQ,1871,1868,1884,1821,153400,283905497,34624327477,18505787
357230,에이치피오,KOSDAQ,8760,8640,8900,8600,94094,824489620,181434369360,20711686
71670,에이테크솔루션,KOSDAQ,11370,11330,11510,11100,95118,1079457710,113700000000,10000000
45660,에이텍,KOSDAQ,9400,9230,9520,9170,52764,496568500,77644000000,8260000
224110,에이텍모빌리티,KOSDAQ,12220,11610,12650,11590,249584,3067754460,65254800000,5340000
230980,에이트원,KOSDAQ,987,859,1034,859,11540099,11334192264,82363252986,83448078
21080,에이티넘인베스트,KOSDAQ,2560,2545,2565,2530,38700,98698475,122880000000,48000000
89530,에이티세미콘,KOSDAQ,600,0,0,0,0,0,43367041800,72278403
200470,에이팩트,KOSDAQ,2745,2670,2750,2670,13082,35590175,116283945285,42362093
207490,에이펙스인텍,KONEX,7250,0,0,0,0,0,26100000000,3600000
262260,에이프로,KOSDAQ,16780,16770,16840,16610,63869,1070042020,242664876120,14461554
7460,에이프로젠,KOSPI,1276,1263,1278,1255,337137,426534735,323681458980,253668855
109960,에이프로젠 H&G,KOSDAQ,1634,1606,1648,1581,87006,140853451,84773707596,51881094
3060,에이프로젠바이오로직스,KOSPI,402,399,408,393,762733,304400552,267633384978,665754689
397030,에이프릴바이오,KOSDAQ,22200,21500,22300,21400,17766,390021650,237236415000,10686325
244920,에이플러스에셋,KOSPI,4580,4570,4610,4530,18025,82539805,103543233940,22607693
89970,에이피티씨,KOSDAQ,11180,10710,11200,10710,26463,292726650,268103052100,23980595
230240,에치에프알,KOSDAQ,22500,22200,22550,21950,80044,1787237000,303503085000,13489026
230360,에코마케팅,KOSDAQ GLOBAL,11100,10870,11150,10870,43368,480609340,359285121900,32368029
38870,에코바이오,KOSDAQ,6540,6510,6570,6190,500675,3213178070,77198728980,11804087
101360,에코앤드림,KOSDAQ,32300,30800,32850,30800,124999,4000954900,368713640900,11415283
128540,에코캡,KOSDAQ,4790,4820,4925,4750,851013,4114511755,127847303400,26690460
86520,에코프로,KOSDAQ,556000,541000,563000,537000,413110,2.2758E+11,14804983408000,26627668
247540,에코프로비엠,KOSDAQ GLOBAL,228500,225000,230500,223000,393417,89374299000,22347607104000,97801344
383310,에코프로에이치엔,KOSDAQ,62600,62700,63000,61800,46220,2886039100,958088743200,15304932
38110,에코플라스틱,KOSDAQ,7630,7600,7880,7530,4633901,35743297360,260712293100,34169370
73540,에프알텍,KOSDAQ,2645,2590,2695,2590,23148,60958630,30153000000,11400000
64850,에프앤가이드,KOSDAQ,8350,8150,8350,7980,6181,50409060,100868000000,12080000
36810,에프에스티,KOSDAQ,22100,21750,22150,21550,51364,1129639000,480825036900,21756789
173940,에프엔씨엔터,KOSDAQ,5690,5400,5870,5250,113712,641561650,86841878170,15262193
83500,에프엔에스테크,KOSDAQ,9130,9050,9220,8890,18969,172869340,77520291860,8490722
54940,엑사이엔씨,KOSDAQ,1102,1095,1105,1085,178703,195717801,36557249896,33173548
43090,엑서지21,KOSDAQ,1620,1500,1644,1431,991441,1563214427,80405589600,49633080
950130,엑세스바이오,KOSDAQ,9390,9430,9610,9380,64952,616515280,341002798530,36315527
205100,엑셈,KOSDAQ,3975,3860,3985,3860,90060,356163140,144619535175,36382273
356680,엑스게이트,KOSDAQ,3620,2820,3620,2785,3277040,11546118930,96152575700,26561485
70300,엑스큐어,KOSDAQ,3055,2970,3070,2970,41463,125296880,22503356070,7366074
92870,엑시콘,KOSDAQ,9300,9200,9450,9140,31549,290382850,100893812100,10848797
317870,엔바이오니아,KOSDAQ,11350,11480,11780,11270,23619,271193360,90048062500,7933750
67570,엔브이에이치코리아,KOSDAQ,3820,3820,3860,3770,324433,1236827080,125390399840,32824712
236810,엔비티,KOSDAQ,5440,5380,5570,5370,47136,257500930,92346317440,16975426
140610,엔솔바이오사이언스,KONEX,12300,12380,12980,12080,6057,75595260,133182112200,10827814
333620,엔시스,KOSDAQ,13230,13040,13960,13040,271670,3666107700,139660431120,10556344
101400,엔시트론,KOSDAQ,641,635,644,634,107725,68756380,35291354956,55056716
36570,엔씨소프트,KOSPI,367000,365000,369000,362000,30713,11268952500,8057126074000,21954022
31860,엔에스엔,KOSDAQ,958,938,966,938,229212,218421580,83042575534,86683273
238170,엔에스엠,KONEX,445,467,467,393,35,15780,9244734380,20774684
224760,엔에스컴퍼니,KONEX,4495,0,0,0,0,0,17708951500,3939700
380440,엔에이치스팩19호,KOSPI,9890,9930,9930,9890,10624,105111440,101451620000,10258000
391060,엔에이치스팩20호,KOSDAQ,9970,9990,9990,9920,1370,13661820,50847000000,5100000
422040,엔에이치스팩23호,KOSDAQ,2075,2080,2085,2070,173687,360792885,14857000000,7160000
437780,엔에이치스팩24호,KOSDAQ,2180,0,0,0,0,0,10965400000,5030000
438580,엔에이치스팩25호,KOSDAQ,2340,0,0,0,0,0,7066800000,3020000
439410,엔에이치스팩26호,KOSDAQ,2100,2110,2110,2080,17841,37300420,18480000000,8800000
440820,엔에이치스팩27호,KOSDAQ,2095,2140,2140,2090,8663,18173095,16341000000,7800000
450410,엔에이치스팩28호,KOSDAQ,2195,2180,2210,2180,1725,3770665,8604400000,3920000
265740,엔에프씨,KOSDAQ,8610,8450,8730,8450,14698,126417970,76902798000,8931800
354200,엔젠바이오,KOSDAQ,7160,7110,7200,7070,9630,68639270,90340669920,12617412
419080,엔젯,KOSDAQ,22500,21900,23350,21400,126292,2877036750,236650882500,10517817
93510,엔지브이아이,KONEX,1650,0,0,0,0,0,9933000000,6020000
208860,엔지스테크널러지,KOSDAQ,2205,0,0,0,0,0,25233717915,11443863
183490,엔지켐생명과학,KOSDAQ,1721,1701,1734,1701,85219,146353875,146397832202,85065562
85310,엔케이,KOSPI,918,914,929,908,145952,133231225,73424717136,79983352
182400,엔케이맥스,KOSDAQ,12340,11620,12520,11560,506107,6192917830,492525963420,39912963
348370,엔켐,KOSDAQ,66700,65000,67200,64700,112868,7475581000,1068157945400,16014362
58450,엔터파트너즈,KOSDAQ,879,855,880,825,200449,171122723,43359213552,49327888
69410,엔텔스,KOSDAQ,5430,5330,5500,5330,34172,184428870,55629394320,10244824
227950,엔투텍,KOSDAQ,1375,1406,1412,1342,2162251,2972298000,140984069875,102533869
291230,엔피,KOSDAQ,5060,4875,5160,4875,384513,1948527905,221251288060,43725551
198080,엔피디,KOSDAQ,2090,2020,2100,2020,24777,50834300,45008536650,21535185
48830,엔피케이,KOSDAQ,1884,1866,1900,1856,78388,146650220,35275870932,18723923
96870,엘디티,KOSDAQ,3535,3490,3540,3415,18854,65775145,23608144000,6678400
276240,엘리비젼,KONEX,500,599,599,500,317,175392,3926569000,7853138
900140,엘브이엠씨홀딩스,KOSPI,1921,1950,1950,1867,516128,990851781,329621337531,171588411
138690,엘아이에스,KOSDAQ,982,0,0,0,0,0,22849431320,23268260
290650,엘앤씨바이오,KOSDAQ,31500,32000,32350,31400,147899,4701955400,714574066500,22684891
66970,엘앤에프,KOSDAQ GLOBAL,254500,251000,256000,249000,256275,65037589500,9166661422000,36018316
156100,엘앤케이바이오,KOSDAQ,5740,5590,5760,5490,75774,429388120,76948482660,13405659
311060,엘에이티,KONEX,5300,0,0,0,0,0,16766030600,3163402
73110,엘엠에스,KOSDAQ,7540,7500,7550,7430,3193,23915870,67073992700,8895755
83310,엘오티베큠,KOSDAQ,15110,15450,15500,14860,126653,1910446290,269109598630,17810033
37950,엘컴텍,KOSDAQ,1700,1681,1709,1673,1374810,2331104847,143560782300,84447519
170920,엘티씨,KOSDAQ,10470,10240,10490,10100,37929,392906370,90211456950,8616185
58630,엠게임,KOSDAQ,8130,8090,8180,8000,86879,705285910,158891720010,19543877
58970,엠로,KOSDAQ,49950,51000,52300,49300,193806,9755260250,560045394000,11212120
19590,엠벤처투자,KOSDAQ,865,842,900,842,557503,484903667,91402172980,105667252
169330,엠브레인,KOSDAQ,3315,3270,3335,3270,6962,22893510,60488533170,18246918
97520,엠씨넥스,KOSPI,31300,30700,31400,30600,17875,557132200,562703011600,17977732
179290,엠아이텍,KOSDAQ,11130,10110,11270,10040,2733108,28972829620,357447496140,32115678
9780,엠에스씨,KOSDAQ,5670,5640,5700,5600,7031,39721860,99792000000,17600000
123040,엠에스오토텍,KOSDAQ,5840,5960,6040,5830,545969,3234511430,258232565200,44217905
323230,엠에프엠코리아,KOSDAQ,778,789,792,770,87057,67897717,23551351480,30271660
32790,엠젠솔루션,KOSDAQ,2735,2820,2820,2680,69883,190438640,85334762350,31201010
33160,엠케이전자,KOSDAQ,13010,12730,13120,12670,88641,1147386620,287082966310,22066331
347890,엠투아이,KOSDAQ,9400,9170,9450,9140,59924,560930750,157903117600,16798204
33310,엠투엔,KOSDAQ,4810,4760,4810,4730,12033,57499340,194046131110,40342231
259630,엠플러스,KOSDAQ,11070,10980,11080,10780,23585,258807250,135966190140,12282402
115960,연우,KOSDAQ,16200,16290,16290,16050,5189,83863600,200847600000,12398000
60850,영림원소프트랩,KOSDAQ,8870,8550,8880,8450,11212,97489180,72121970000,8131000
14440,영보화학,KOSPI,3900,3830,3915,3825,48755,189073390,78000000000,20000000
143540,영우디에스피,KOSDAQ,1369,1296,1410,1296,549387,753071282,61057256255,44599895
111770,영원무역,KOSPI,47000,46650,48150,46650,46675,2216688250,2082638996000,44311468
9970,영원무역홀딩스,KOSPI,68600,68500,69200,68000,3605,247284300,935401611200,13635592
3520,영진약품,KOSPI,2890,2825,2900,2825,221894,636730785,528559992590,182892731
670,영풍,KOSPI,529000,530000,536000,523000,1223,646190000,974439160000,1842040
36560,영풍정밀,KOSDAQ,12570,12390,12590,12380,44087,550589000,197977500000,15750000
6740,영풍제지,KOSPI,18340,17520,18780,17520,431389,7933989370,852482594320,46482148
12280,영화금속,KOSPI,1115,1088,1152,1084,269842,302383323,59534873075,53394505
265560,영화테크,KOSDAQ,11100,10800,11250,10770,28765,318582140,118660998000,10690180
12160,영흥,KOSPI,734,736,736,727,7700,5616788,74361813048,101310372
36000,예림당,KOSDAQ,2050,2045,2095,2010,22494,45893315,47220267850,23034277
250930,예선테크,KOSDAQ,962,970,981,949,21309,20736845,31746423280,33000440
53280,예스24,KOSDAQ,5070,5020,5110,4995,9047,45553985,126750000000,25000000
15360,예스코홀딩스,KOSPI,32900,33000,33000,32800,3556,117112450,197400000000,6000000
122640,예스티,KOSDAQ,10000,10020,10070,9900,21014,209927190,180518500000,18051850
900300,오가닉티코스메틱,KOSDAQ,207,211,213,202,6301050,1300077866,38349540567,185263481
45060,오공,KOSDAQ,3215,3170,3240,3160,12728,40665325,54468446410,16941974
80520,오디텍,KOSDAQ,5410,5540,5540,5340,77051,417259260,63549154690,11746609
7310,오뚜기,KOSPI,456500,461500,462000,456000,1339,613542500,1829574395000,4007830
39830,오로라,KOSDAQ,7890,7830,7920,7830,9737,76730920,84919202100,10762890
322310,오로스테크놀로지,KOSDAQ,15190,14840,15240,14620,10665,160019300,142277772980,9366542
46120,오르비텍,KOSDAQ,4010,4000,4065,3955,114361,457951335,108545984240,27068824
14940,오리엔탈정공,KOSDAQ,3320,3315,3345,3230,71870,237294680,151304554520,45573661
2630,오리엔트바이오,KOSPI,702,694,715,688,1705231,1198288300,83245269510,118583005
65500,오리엔트정공,KOSDAQ,1605,1540,1680,1470,3282684,5204110521,50947373760,31742912
271560,오리온,KOSPI,131800,141500,142700,131700,106485,14322836700,5210862197600,39536132
1800,오리온홀딩스,KOSPI,15800,15630,16000,15630,19785,312283260,989797667600,62645422
10470,오리콤,KOSDAQ,15800,16020,16200,15590,55898,886888730,189205790000,11975050
417860,오브젠,KOSDAQ,38000,38000,38450,37600,9042,343192050,147431450000,3879775
352910,오비고,KOSDAQ,11000,11100,11200,10910,23292,256330540,133827023000,12166093
53980,오상자이엘,KOSDAQ,5650,5580,5710,5480,73423,409783540,100275533300,17747882
52420,오성첨단소재,KOSDAQ,1548,1518,1555,1515,102743,157608594,107613467712,69517744
241790,오션브릿지,KOSDAQ,14370,14290,14460,14180,23193,333030820,143737850580,10002634
39200,오스코텍,KOSDAQ,23200,22700,23500,22200,171856,3977960900,877454647200,37821321
226400,오스테오닉,KOSDAQ,4110,4220,4230,4080,357691,1483179515,83928670110,20420601
31510,오스템,KOSDAQ,1600,1622,1640,1593,37903,61001031,44800000000,28000000
48260,오스템임플란트,KOSDAQ,185800,185800,186600,185600,1088,202217000,2894111470400,15576488
368970,오에스피,KOSDAQ,6130,5980,6160,5950,65695,398967560,57291960800,9346160
138080,오이솔루션,KOSDAQ,15690,15440,15750,15400,7037,109877450,166692050550,10624095
80580,오킨스전자,KOSDAQ,17380,17580,17630,17250,8550,149254560,307266199240,17679298
67170,오텍,KOSDAQ,6100,5960,6210,5960,103805,636961500,93888790500,15391605
353590,오토앤,KOSDAQ,12140,12000,12150,11930,36738,444188570,156309419800,12875570
173130,오파스넷,KOSDAQ,13470,13650,14050,13100,504582,6825970280,159759992100,11860430
49480,오픈베이스,KOSDAQ,2805,2735,2815,2730,149073,414951000,88139784315,31422383
394280,오픈엣지테크놀로지,KOSDAQ,17370,16610,17490,16300,243305,4158218730,369481786200,21271260
309930,오하임아이엔티,KOSDAQ,3825,3595,3830,3515,84035,312758365,81356946750,21269790
244460,올리패스,KOSDAQ,3460,3415,3495,3380,45605,156278715,104085626460,30082551
226950,올릭스,KOSDAQ,19100,19010,19400,19010,15898,304823440,262322456000,13734160
57540,옴니시스템,KOSDAQ,2045,2055,2080,2030,551132,1131676935,94988930975,46449355
131030,옵투스제약,KOSDAQ,6210,6120,6240,6100,38582,238277690,100311136020,16153162
82210,옵트론텍,KOSDAQ,2970,2845,3100,2820,705998,2106010175,72717316650,24483945
109080,옵티시스,KOSDAQ,12710,12730,12850,12690,13906,177235370,71633560000,5636000
380540,옵티코어,KOSDAQ,2050,2025,2080,2015,117320,240216300,55742277750,27191355
153710,옵티팜,KOSDAQ,8840,8730,8890,8680,21852,192543610,129682428720,14669958
321820,와이더플래닛,KOSDAQ,5610,5540,5670,5530,9934,55549320,38755462020,6908282
122990,와이솔,KOSDAQ,6630,6660,6660,6590,5538,36660090,186879418830,28186941
112290,와이씨켐,KOSDAQ,11810,11600,11830,11430,41465,482361680,119405536450,10110545
232140,와이아이케이,KOSDAQ,3715,3725,3740,3660,27851,103440150,304798475250,82045350
65530,와이어블,KOSDAQ,2135,2110,2150,2110,23991,51107270,112856100000,52860000
67900,와이엔텍,KOSDAQ,8230,8140,8240,8140,9376,76733350,149783193570,18199659
7530,와이엠,KOSDAQ,4120,4170,4310,3980,223531,932805825,78998742240,19174452
155650,와이엠씨,KOSDAQ,5980,5940,6010,5830,32799,194539060,116456660840,19474358
273640,와이엠텍,KOSDAQ,21700,20500,21850,20500,57670,1240340500,237962200000,10966000
251370,와이엠티,KOSDAQ,12250,12100,12260,12030,4461,54261470,199852184000,16314464
66430,와이오엠,KOSDAQ,1279,1246,1295,1225,870365,1106309084,47013450025,36757975
193250,와이제이엠게임즈,KOSDAQ,1123,1095,1169,1085,42929,48049831,64491392448,57427776
273060,와이즈버즈,KOSDAQ,1168,1136,1185,1120,59518,68369138,58936791776,50459582
19210,와이지-원,KOSDAQ,7100,7210,7220,7030,226643,1608190540,217074114900,30573819
122870,와이지엔터테인먼트,KOSDAQ,91600,83800,92000,83600,1414480,1.25292E+11,1709749632400,18665389
11690,와이투솔루션,KOSPI,1300,1250,1312,1233,777749,999625989,230813494600,177548842
332570,와이팜,KOSDAQ,2900,2805,2915,2765,415910,1190726880,111332032400,38390356
79000,와토스코리아,KOSDAQ,5430,5420,5450,5360,6543,35398840,39096000000,7200000
70960,용평리조트,KOSPI,3110,3165,3165,3085,16023,49782015,149694665630,48133333
316140,우리금융지주,KOSPI,11740,11710,11760,11660,905199,10606545740,8547430845260,728060549
32820,우리기술,KOSDAQ,1544,1536,1553,1527,487094,749163684,234013364640,151563060
41190,우리기술투자,KOSDAQ,3955,3850,3980,3845,240330,943913880,332220000000,84000000
115440,우리넷,KOSDAQ,8620,8350,8750,8210,190111,1631252280,92701540180,10754239
46970,우리로,KOSDAQ,1245,1222,1248,1222,227975,281670019,39901794330,32049634
82850,우리바이오,KOSDAQ,2740,2665,2755,2665,49328,133566105,132716223720,48436578
298870,우리벤처파트너스,KOSDAQ,2585,2510,2590,2510,76602,195890505,258500000000,100000000
215360,우리산업,KOSDAQ,17960,17790,17980,17400,19166,341429000,164013647480,9132163
72470,우리산업홀딩스,KOSDAQ,4640,4435,4650,4430,36986,169439585,87637262240,18887341
73560,우리손에프앤지,KOSDAQ,1897,1920,1932,1891,507236,969564994,131343808771,69237643
37400,우리엔터프라이즈,KOSDAQ,1606,1584,1615,1572,38502,61539311,42114693676,26223346
153490,우리이앤엘,KOSDAQ,1213,1135,1347,1125,18156690,22669577972,62445240000,51480000
10050,우리종금,KOSPI,740,745,745,738,323888,239668060,646910520440,874203406
101170,우림피티에스,KOSDAQ,6630,6510,6650,6500,47716,314269570,89505000000,13500000
6980,우성,KOSPI,24800,25300,25350,24800,4430,110859650,76632000000,3090000
66590,우수AMS,KOSDAQ,3685,3585,3695,3545,887026,3216852915,143984388240,39073104
17370,우신시스템,KOSPI,3355,3220,3435,3105,274625,915202825,61443651170,18314054
103840,우양,KOSDAQ,2930,2915,3030,2900,43600,128469940,41775940000,14258000
46940,우원개발,KOSDAQ,3420,3365,3430,3360,28716,97532920,61814277000,18074350
215380,우정바이오,KOSDAQ,3105,3190,3235,3075,128510,405989530,40233071655,12957511
65680,우주일렉트로,KOSDAQ,11420,11230,11540,11210,18309,209120710,108832600000,9530000
105840,우진,KOSPI,9030,9050,9130,8930,122314,1100832000,183522234420,20323614
18620,우진비앤지,KOSDAQ,1852,1824,2005,1802,5433875,10321287982,53502970636,28889293
10400,우진아이엔에스,KOSPI,5620,5720,5720,5560,8176,45942100,42835640000,7622000
49800,우진플라임,KOSPI,3535,3510,3540,3470,21617,75769440,70700000000,20000000
16880,웅진,KOSPI,1434,1383,1470,1383,103602,147169175,114615432720,79927080
95720,웅진씽크빅,KOSPI,3000,2970,3175,2950,409735,1248488255,346517955000,115505985
5820,원림,KOSPI,22800,22600,23200,22600,1943,44311750,52393716000,2297970
307280,원바이오젠,KOSDAQ,2120,2115,2150,2065,1262050,2668042640,77283344960,36454408
53080,원방테크,KOSDAQ,9440,9100,9500,9080,36545,340568050,122718178080,12999807
32940,원익,KOSDAQ,3890,3810,3915,3800,45242,173822790,70771664700,18193230
240810,원익IPS,KOSDAQ GLOBAL,30200,29600,30500,29150,186125,5585166150,1482333810200,49083901
74600,원익QnC,KOSDAQ GLOBAL,24400,24100,24500,23750,144954,3503981700,641427200000,26288000
104830,원익머트리얼즈,KOSDAQ,26300,25950,26600,25900,32372,851617900,331590400000,12608000
14190,원익큐브,KOSDAQ,2010,2000,2030,1982,42618,85526862,71153811060,35399906
217820,원익피앤이,KOSDAQ,8920,8700,8940,8700,117165,1037614810,387614666280,43454559
30530,원익홀딩스,KOSDAQ,3515,3440,3520,3440,94385,328555750,271491503215,77237981
12620,원일특강,KOSDAQ,10180,10290,10360,10160,9085,93252680,44792000000,4400000
382840,원준,KOSDAQ,22350,21700,22450,21700,63214,1406309900,341319835350,15271581
336570,원텍,KOSDAQ,8330,7820,8370,7820,1657434,13613970230,734488711950,88173915
376980,원티드랩,KOSDAQ,13810,13290,13830,13200,25741,347713730,130596971760,9456696
122830,원포유,KONEX,1389,1375,1449,1350,21550,29670860,45492507165,32751985
8370,원풍,KOSDAQ,4340,4360,4435,4315,8931,38689810,52080000000,12000000
8290,원풍물산,KOSDAQ,830,801,939,793,419011,360232144,33775753570,40693679
101160,월덱스,KOSDAQ,24050,23150,24250,23050,307480,7316507200,397089381650,16510993
